+2.937500000000E-01    +2.330896856960E-01    -7.769122164783E-02    -2.435863554450E-03
+2.962500000000E-01    +2.351144084697E-01    -7.769122169769E-02    -2.477084696815E-03
+2.987500000000E-01    +2.371406338994E-01    -7.769122174950E-02    -2.519057167580E-03
+3.012500000000E-01    +2.391684020710E-01    -7.769122180335E-02    -2.561801009655E-03
+3.037500000000E-01    +2.411977544323E-01    -7.769122185934E-02    -2.605336946984E-03
+3.062500000000E-01    +2.432287338550E-01    -7.769122191758E-02    -2.649686415457E-03
+3.087500000000E-01    +2.452613847001E-01    -7.769122197818E-02    -2.694871595580E-03
+3.112500000000E-01    +2.472957528869E-01    -7.769122204127E-02    -2.740915447035E-03
+3.137500000000E-01    +2.493318859661E-01    -7.769122210697E-02    -2.787841745265E-03
+3.162500000000E-01    +2.513698331978E-01    -7.769122217542E-02    -2.835675120225E-03
+3.187500000000E-01    +2.534096456328E-01    -7.769122224677E-02    -2.884441097455E-03
+3.212500000000E-01    +2.554513762004E-01    -7.769122232118E-02    -2.934166141659E-03
+3.237500000000E-01    +2.574950798009E-01    -7.769122239881E-02    -2.984877702961E-03
+3.262500000000E-01    +2.595408134035E-01    -7.769122247985E-02    -3.036604266055E-03
+3.287500000000E-01    +2.615886361512E-01    -7.769122256447E-02    -3.089375402460E-03
+3.312500000000E-01    +2.636386094717E-01    -7.769122265290E-02    -3.143221826130E-03
+3.337500000000E-01    +2.656907971962E-01    -7.769122274534E-02    -3.198175452690E-03
+3.362500000000E-01    +2.677452656855E-01    -7.769122284204E-02    -3.254269462565E-03
+3.387500000000E-01    +2.698020839645E-01    -7.769122294323E-02    -3.311538368352E-03
+3.412500000000E-01    +2.718613238665E-01    -7.769122304921E-02    -3.370018086756E-03
+3.437500000000E-01    +2.739230601868E-01    -7.769122316025E-02    -3.429746015495E-03
+3.462500000000E-01    +2.759873708472E-01    -7.769122327666E-02    -3.490761115584E-03
+3.487500000000E-01    +2.780543370725E-01    -7.769122339880E-02    -3.553103999467E-03
+3.512500000000E-01    +2.801240435792E-01    -7.769122352702E-02    -3.616817025513E-03
+3.537500000000E-01    +2.821965787784E-01    -7.769122366172E-02    -3.681944399446E-03
+3.562500000000E-01    +2.842720349941E-01    -7.769122380332E-02    -3.748532283333E-03
+3.587500000000E-01    +2.863505086973E-01    -7.769122395228E-02    -3.816628912830E-03
+3.612500000000E-01    +2.884321007587E-01    -7.769122410911E-02    -3.886284723467E-03
+3.637500000000E-01    +2.905169167213E-01    -7.769122427434E-02    -3.957552486828E-03
+3.662500000000E-01    +2.926050670939E-01    -7.769122444857E-02    -4.030487457596E-03
+3.687500000000E-01    +2.946966676698E-01    -7.769122463245E-02    -4.105147532528E-03
+3.712500000000E-01    +2.967918398704E-01    -7.769122482666E-02    -4.181593422576E-03
+3.737500000000E-01    +2.988907111187E-01    -7.769122503198E-02    -4.259888839490E-03
+3.762500000000E-01    +3.009934152445E-01    -7.769122524925E-02    -4.340100698436E-03
+3.787500000000E-01    +3.031000929251E-01    -7.769122547937E-02    -4.422299338318E-03
+3.812500000000E-01    +3.052108921650E-01    -7.769122572337E-02    -4.506558761741E-03
+3.837500000000E-01    +3.073259688198E-01    -7.769122598233E-02    -4.592956896801E-03
+3.862500000000E-01    +3.094454871678E-01    -7.769122625749E-02    -4.681575883158E-03
+3.887500000000E-01    +3.115696205372E-01    -7.769122655018E-02    -4.772502385213E-03
+3.912500000000E-01    +3.136985519921E-01    -7.769122686190E-02    -4.865827935591E-03
+3.937500000000E-01    +3.158324750880E-01    -7.769122719428E-02    -4.961649312577E-03
+3.962500000000E-01    +3.179715947028E-01    -7.769122754917E-02    -5.060068955723E-03
+3.987500000000E-01    +3.201161279540E-01    -7.769122792858E-02    -5.161195424414E-03
+4.012500000000E-01    +3.222663052126E-01    -7.769122833480E-02    -5.265143904984E-03
+4.037500000000E-01    +3.244223712277E-01    -7.769122877037E-02    -5.372036772800E-03
+4.062500000000E-01    +3.265845863752E-01    -7.769122923813E-02    -5.482004216780E-03
+4.087500000000E-01    +3.287532280492E-01    -7.769122974128E-02    -5.595184935078E-03
+4.112500000000E-01    +3.309285922159E-01    -7.769123028345E-02    -5.711726912107E-03
+4.137500000000E-01    +3.331109951548E-01    -7.769123086871E-02    -5.831788288912E-03
+4.162500000000E-01    +3.353007754135E-01    -7.769123150170E-02    -5.955538341032E-03
+4.187500000000E-01    +3.374982960127E-01    -7.769123218773E-02    -6.083158580686E-03
+4.212500000000E-01    +3.397039469392E-01    -7.769123293283E-02    -6.214844003329E-03
+4.237500000000E-01    +3.419181479754E-01    -7.769123374395E-02    -6.350804502656E-03
+4.262500000000E-01    +3.441413519243E-01    -7.769123462911E-02    -6.491266483140E-03
+4.287500000000E-01    +3.463740483006E-01    -7.769123559758E-02    -6.636474705404E-03
+4.312500000000E-01    +3.486167675728E-01    -7.769123666020E-02    -6.786694407632E-03
+4.337500000000E-01    +3.508700860643E-01    -7.769123782963E-02    -6.942213756194E-03
+4.362500000000E-01    +3.531346316448E-01    -7.769123912081E-02    -7.103346691445E-03
+4.387500000000E-01    +3.554110903766E-01    -7.769124055143E-02    -7.270436251056E-03
+4.412500000000E-01    +3.577002143229E-01    -7.769124214263E-02    -7.443858474527E-03
+4.437500000000E-01    +3.600028307815E-01    -7.769124391980E-02    -7.624027020222E-03
+4.462500000000E-01    +3.623198532781E-01    -7.769124591370E-02    -7.811398662640E-03
+4.487500000000E-01    +3.646522947519E-01    -7.769124816186E-02    -8.006479885528E-03
+4.512500000000E-01    +3.670012834899E-01    -7.769125071045E-02    -8.209834850053E-03
+4.537500000000E-01    +3.693680825397E-01    -7.769125361670E-02    -8.422095101859E-03
+4.562500000000E-01    +3.717541135523E-01    -7.769125695218E-02    -8.643971493943E-03
+4.587500000000E-01    +3.741609863118E-01    -7.769126080705E-02    -8.876268953237E-03
+4.612500000000E-01    +3.765905356088E-01    -7.769126529569E-02    -9.119904919404E-03
+4.637500000000E-01    +3.790448676393E-01    -7.769127056410E-02    -9.375932547200E-03
+4.662500000000E-01    +3.815264187838E-01    -7.769127679962E-02    -9.645570100100E-03
+4.687500000000E-01    +3.840380304597E-01    -7.769128424373E-02    -9.930238381324E-03
+4.712500000000E-01    +3.865830447793E-01    -7.769129321238E-02    -1.023160857117E-02
+4.737500000000E-01    +3.891654273006E-01    -7.769130412672E-02    -1.055166361394E-02
+4.762500000000E-01    +3.917899264913E-01    -7.769131761606E-02    -1.089277799323E-02
+4.787500000000E-01    +3.944622902123E-01    -7.769133465110E-02    -1.125782601785E-02
+4.812500000000E-01    +3.971895925036E-01    -7.769135750287E-02    -1.165034563786E-02
+4.837500000000E-01    +3.999808337271E-01    -7.769138959028E-02    -1.207483830153E-02
+4.862500000000E-01    +4.028482455639E-01    -7.769144548303E-02    -1.253742611853E-02
+4.887500000000E-01    +4.058105422037E-01    -7.769152628382E-02    -1.304746497899E-02
+4.912500000000E-01    +4.089003935082E-01    -7.769174901165E-02    -1.362134359312E-02
+4.937500000000E-01    +4.121824829889E-01    -7.769176558356E-02    -1.429123630102E-02
+4.962500000000E-01    +4.157795598828E-01    -7.769294563735E-02    -1.511917006383E-02
+4.987500000000E-01    +4.199266165227E-01    -7.768739725445E-02    -1.621903357601E-02
+5.000000000000E-01    +4.222705021858E-01    -7.769121991956E-02    -1.690718755055E-02
