#x points: 9 #c points: 120
xloc: cloc: weight: f
0.7 -7.92427 0.0401902 0
0.7 -7.87881 0.0507127 0
0.7 -7.82289 0.0610985 0
0.7 -7.75667 0.0713196 0
0.7 -7.68031 0.0813485 0
0.7 -7.59404 0.0911581 0
0.7 -7.49808 0.100722 0
0.7 -7.39269 0.110014 0
0.7 -7.27815 0.11901 0
0.7 -7.15477 0.127685 0
0.7 -7.0229 0.136016 0
0.7 -6.88287 0.14398 0
0.7 -6.73507 0.151555 0
0.7 -6.57989 0.158723 0
0.7 -6.41776 0.165462 0
0.7 -6.24912 0.171756 0
0.7 -6.07441 0.177586 0
0.7 -5.8941 0.182938 0
0.7 -5.70869 0.187796 0
0.7 -5.51868 0.192148 0
0.7 -5.32457 0.195982 0
0.7 -5.12689 0.199288 0
0.7 -4.92617 0.202057 0.0000240921
0.7 -4.72296 0.204281 0.0000586146
0.7 -4.5178 0.205954 0.000137264
0.7 -4.31124 0.207072 0.000308164
0.7 -4.10384 0.207632 0.000660826
0.7 -3.89616 0.207632 0.00134905
0.7 -3.68876 0.207072 0.00261398
0.7 -3.4822 0.205954 0.00479435
0.7 -3.27704 0.204281 0.00830283
0.7 -3.07383 0.202057 0.0135443
0.7 -2.87311 0.199288 0.0207617
0.7 -2.67543 0.195982 0.0298232
0.7 -2.48132 0.192148 0.0400035
0.7 -2.29131 0.187796 0.0498504
0.7 -2.1059 0.182938 0.0572299
0.7 -1.92559 0.177586 0.059604
0.7 -1.75088 0.171756 0.0545117
0.7 -1.58224 0.165462 0.0401334
0.7 -1.42011 0.158723 0.0157701
0.7 -1.26493 0.151555 -0.0179197
0.7 -1.11713 0.14398 -0.0589972
0.7 -0.977105 0.136016 -0.104606
0.7 -0.845225 0.127685 -0.151501
0.7 -0.72185 0.11901 -0.196598
0.7 -0.607312 0.110014 -0.237401
0.7 -0.50192 0.100722 -0.27225
0.7 -0.405959 0.0911581 -0.300375
0.7 -0.319686 0.0813485 -0.321791
0.7 -0.243335 0.0713196 -0.337107
0.7 -0.177111 0.0610985 -0.347301
0.7 -0.121193 0.0507127 -0.353513
0.7 -0.0757312 0.0401902 -0.356879
0.7 -0.0408484 0.0295597 -0.358416
0.7 -0.0166379 0.0188509 -0.358943
0.7 -0.00315951 0.00810725 -0.359044
0.7 0.00315951 0.00810725 0.438831
0.7 0.0166379 0.0188509 0.438721
0.7 0.0408484 0.0295597 0.438138
0.7 0.0757312 0.0401902 0.436439
0.7 0.121193 0.0507127 0.432717
0.7 0.177111 0.0610985 0.425848
0.7 0.243335 0.0713196 0.414568
0.7 0.319686 0.0813485 0.397605
0.7 0.405959 0.0911581 0.373852
0.7 0.50192 0.100722 0.342595
0.7 0.607312 0.110014 0.303752
0.7 0.72185 0.11901 0.258086
0.7 0.845225 0.127685 0.207324
0.7 0.977105 0.136016 0.154108
0.7 1.11713 0.14398 0.101748
0.7 1.26493 0.151555 0.0537699
0.7 1.42011 0.158723 0.0133383
0.7 1.58224 0.165462 -0.0173134
0.7 1.75088 0.171756 -0.0372829
0.7 1.92559 0.177586 -0.0471079
0.7 2.1059 0.182938 -0.0485416
0.7 2.29131 0.187796 -0.0440708
0.7 2.48132 0.192148 -0.0363309
0.7 2.67543 0.195982 -0.0275967
0.7 2.87311 0.199288 -0.0194751
0.7 3.07383 0.202057 -0.0128359
0.7 3.27704 0.204281 -0.0079313
0.7 3.4822 0.205954 -0.00460863
0.7 3.68876 0.207072 -0.00252542
0.7 3.89616 0.207632 -0.00130872
0.7 4.10384 0.207632 -0.000643252
0.7 4.31124 0.207072 -0.000300821
0.7 4.5178 0.205954 -0.000134314
0.7 4.72296 0.204281 -0.0000574713
0.7 4.92617 0.202057 -0.0000236632
0.7 5.12689 0.199288 0
0.7 5.32457 0.195982 0
0.7 5.51868 0.192148 0
0.7 5.70869 0.187796 0
0.7 5.8941 0.182938 0
0.7 6.07441 0.177586 0
0.7 6.24912 0.171756 0
0.7 6.41776 0.165462 0
0.7 6.57989 0.158723 0
0.7 6.73507 0.151555 0
0.7 6.88287 0.14398 0
0.7 7.0229 0.136016 0
0.7 7.15477 0.127685 0
0.7 7.27815 0.11901 0
0.7 7.39269 0.110014 0
0.7 7.49808 0.100722 0
0.7 7.59404 0.0911581 0
0.7 7.68031 0.0813485 0
0.7 7.75667 0.0713196 0
0.7 7.82289 0.0610985 0
0.7 7.87881 0.0507127 0
0.7 7.92427 0.0401902 0
0.7 7.95915 0.0295597 0
0.7 7.98336 0.0188509 0
0.7 7.99684 0.00810725 0
0.8 -7.99684 0.00810725 0
0.8 -7.98336 0.0188509 0
0.8 -7.95915 0.0295597 0
0.8 -7.92427 0.0401902 0
0.8 -7.87881 0.0507127 0
0.8 -7.82289 0.0610985 0
0.8 -7.75667 0.0713196 0
0.8 -7.68031 0.0813485 0
0.8 -7.59404 0.0911581 0
0.8 -7.49808 0.100722 0
0.8 -7.39269 0.110014 0
0.8 -7.27815 0.11901 0
0.8 -7.15477 0.127685 0
0.8 -7.0229 0.136016 0
0.8 -6.88287 0.14398 0
0.8 -6.73507 0.151555 0
0.8 -6.57989 0.158723 0
0.8 -6.41776 0.165462 0
0.8 -6.24912 0.171756 0
0.8 -6.07441 0.177586 0
0.8 -5.8941 0.182938 0
0.8 -5.70869 0.187796 0
0.8 -5.51868 0.192148 0
0.8 -5.32457 0.195982 0
0.8 -5.12689 0.199288 0
0.8 -4.92617 0.202057 0.0000240921
0.8 -4.72296 0.204281 0.0000586146
0.8 -4.5178 0.205954 0.000137264
0.8 -4.31124 0.207072 0.000308164
0.8 -4.10384 0.207632 0.000660826
0.8 -3.89616 0.207632 0.00134905
0.8 -3.68876 0.207072 0.00261398
0.8 -3.4822 0.205954 0.00479435
0.8 -3.27704 0.204281 0.00830283
0.8 -3.07383 0.202057 0.0135443
0.8 -2.87311 0.199288 0.0207617
0.8 -2.67543 0.195982 0.0298232
0.8 -2.48132 0.192148 0.0400035
0.8 -2.29131 0.187796 0.0498504
0.8 -2.1059 0.182938 0.0572299
0.8 -1.92559 0.177586 0.059604
0.8 -1.75088 0.171756 0.0545117
0.8 -1.58224 0.165462 0.0401334
0.8 -1.42011 0.158723 0.0157701
0.8 -1.26493 0.151555 -0.0179197
0.8 -1.11713 0.14398 -0.0589972
0.8 -0.977105 0.136016 -0.104606
0.8 -0.845225 0.127685 -0.151501
0.8 -0.72185 0.11901 -0.196598
0.8 -0.607312 0.110014 -0.237401
0.8 -0.50192 0.100722 -0.27225
0.8 -0.405959 0.0911581 -0.300375
0.8 -0.319686 0.0813485 -0.321791
0.8 -0.243335 0.0713196 -0.337107
0.8 -0.177111 0.0610985 -0.347301
0.8 -0.121193 0.0507127 -0.353513
0.8 -0.0757312 0.0401902 -0.356879
0.8 -0.0408484 0.0295597 -0.358416
0.8 -0.0166379 0.0188509 -0.358943
0.8 -0.00315951 0.00810725 -0.359044
0.8 0.00315951 0.00810725 0.438819
0.8 0.0166379 0.0188509 0.438721
0.8 0.0408484 0.0295597 0.438138
0.8 0.0757312 0.0401902 0.436439
0.8 0.121193 0.0507127 0.432717
0.8 0.177111 0.0610985 0.425848
0.8 0.243335 0.0713196 0.414568
0.8 0.319686 0.0813485 0.397605
0.8 0.405959 0.0911581 0.373852
0.8 0.50192 0.100722 0.342595
0.8 0.607312 0.110014 0.303752
0.8 0.72185 0.11901 0.258086
0.8 0.845225 0.127685 0.207324
0.8 0.977105 0.136016 0.154108
0.8 1.11713 0.14398 0.101748
0.8 1.26493 0.151555 0.0537699
0.8 1.42011 0.158723 0.0133383
0.8 1.58224 0.165462 -0.0173134
0.8 1.75088 0.171756 -0.0372829
0.8 1.92559 0.177586 -0.0471079
0.8 2.1059 0.182938 -0.0485416
0.8 2.29131 0.187796 -0.0440708
0.8 2.48132 0.192148 -0.0363309
0.8 2.67543 0.195982 -0.0275967
0.8 2.87311 0.199288 -0.0194751
0.8 3.07383 0.202057 -0.0128359
0.8 3.27704 0.204281 -0.0079313
0.8 3.4822 0.205954 -0.00460863
0.8 3.68876 0.207072 -0.00252542
0.8 3.89616 0.207632 -0.00130872
0.8 4.10384 0.207632 -0.000643252
0.8 4.31124 0.207072 -0.000300821
0.8 4.5178 0.205954 -0.000134314
0.8 4.72296 0.204281 -0.0000574713
0.8 4.92617 0.202057 -0.0000236632
0.8 5.12689 0.199288 0
0.8 5.32457 0.195982 0
0.8 5.51868 0.192148 0
0.8 5.70869 0.187796 0
0.8 5.8941 0.182938 0
0.8 6.07441 0.177586 0
0.8 6.24912 0.171756 0
0.8 6.41776 0.165462 0
0.8 6.57989 0.158723 0
0.8 6.73507 0.151555 0
0.8 6.88287 0.14398 0
0.8 7.0229 0.136016 0
0.8 7.15477 0.127685 0
0.8 7.27815 0.11901 0
0.8 7.39269 0.110014 0
0.8 7.49808 0.100722 0
0.8 7.59404 0.0911581 0
0.8 7.68031 0.0813485 0
0.8 7.75667 0.0713196 0
0.8 7.82289 0.0610985 0
0.8 7.87881 0.0507127 0
0.8 7.92427 0.0401902 0
0.8 7.95915 0.0295597 0
0.8 7.98336 0.0188509 0
0.8 7.99684 0.00810725 0
0.9 -7.99684 0.00810725 0
0.9 -7.98336 0.0188509 0
0.9 -7.95915 0.0295597 0
0.9 -7.92427 0.0401902 0
0.9 -7.87881 0.0507127 0
0.9 -7.82289 0.0610985 0
0.9 -7.75667 0.0713196 0
0.9 -7.68031 0.0813485 0
0.9 -7.59404 0.0911581 0
0.9 -7.49808 0.100722 0
0.9 -7.39269 0.110014 0
0.9 -7.27815 0.11901 0
0.9 -7.15477 0.127685 0
0.9 -7.0229 0.136016 0
0.9 -6.88287 0.14398 0
0.9 -6.73507 0.151555 0
0.9 -6.57989 0.158723 0
0.9 -6.41776 0.165462 0
0.9 -6.24912 0.171756 0
0.9 -6.07441 0.177586 0
0.9 -5.8941 0.182938 0
0.9 -5.70869 0.187796 0
0.9 -5.51868 0.192148 0
0.9 -5.32457 0.195982 0
0.9 -5.12689 0.199288 0
0.9 -4.92617 0.202057 0.0000240921
0.9 -4.72296 0.204281 0.0000586146
0.9 -4.5178 0.205954 0.000137264
0.9 -4.31124 0.207072 0.000308164
0.9 -4.10384 0.207632 0.000660826
0.9 -3.89616 0.207632 0.00134905
0.9 -3.68876 0.207072 0.00261398
0.9 -3.4822 0.205954 0.00479435
0.9 -3.27704 0.204281 0.00830283
0.9 -3.07383 0.202057 0.0135443
0.9 -2.87311 0.199288 0.0207617
0.9 -2.67543 0.195982 0.0298232
0.9 -2.48132 0.192148 0.0400035
0.9 -2.29131 0.187796 0.0498504
0.9 -2.1059 0.182938 0.0572299
0.9 -1.92559 0.177586 0.059604
0.9 -1.75088 0.171756 0.0545117
0.9 -1.58224 0.165462 0.0401334
0.9 -1.42011 0.158723 0.0157701
0.9 -1.26493 0.151555 -0.0179197
0.9 -1.11713 0.14398 -0.0589972
0.9 -0.977105 0.136016 -0.104606
0.9 -0.845225 0.127685 -0.151501
0.9 -0.72185 0.11901 -0.196598
0.9 -0.607312 0.110014 -0.237401
0.9 -0.50192 0.100722 -0.27225
0.9 -0.405959 0.0911581 -0.300375
0.9 -0.319686 0.0813485 -0.321791
0.9 -0.243335 0.0713196 -0.337107
0.9 -0.177111 0.0610985 -0.347301
0.9 -0.121193 0.0507127 -0.353513
0.9 -0.0757312 0.0401902 -0.356879
0.9 -0.0408484 0.0295597 -0.358416
0.9 -0.0166379 0.0188509 -0.358943
0.9 -0.00315951 0.00810725 -0.359044
0.9 0.00315951 0.00810725 0.438777
0.9 0.0166379 0.0188509 0.438721
0.9 0.0408484 0.0295597 0.438138
0.9 0.0757312 0.0401902 0.436439
0.9 0.121193 0.0507127 0.432717
0.9 0.177111 0.0610985 0.425848
0.9 0.243335 0.0713196 0.414568
0.9 0.319686 0.0813485 0.397605
0.9 0.405959 0.0911581 0.373852
0.9 0.50192 0.100722 0.342595
0.9 0.607312 0.110014 0.303752
0.9 0.72185 0.11901 0.258086
0.9 0.845225 0.127685 0.207324
0.9 0.977105 0.136016 0.154108
0.9 1.11713 0.14398 0.101748
0.9 1.26493 0.151555 0.0537699
0.9 1.42011 0.158723 0.0133383
0.9 1.58224 0.165462 -0.0173134
0.9 1.75088 0.171756 -0.0372829
0.9 1.92559 0.177586 -0.0471079
0.9 2.1059 0.182938 -0.0485416
0.9 2.29131 0.187796 -0.0440708
0.9 2.48132 0.192148 -0.0363309
0.9 2.67543 0.195982 -0.0275967
0.9 2.87311 0.199288 -0.0194751
0.9 3.07383 0.202057 -0.0128359
0.9 3.27704 0.204281 -0.0079313
0.9 3.4822 0.205954 -0.00460863
0.9 3.68876 0.207072 -0.00252542
0.9 3.89616 0.207632 -0.00130872
0.9 4.10384 0.207632 -0.000643252
0.9 4.31124 0.207072 -0.000300821
0.9 4.5178 0.205954 -0.000134314
0.9 4.72296 0.204281 -0.0000574713
0.9 4.92617 0.202057 -0.0000236632
0.9 5.12689 0.199288 0
0.9 5.32457 0.195982 0
0.9 5.51868 0.192148 0
0.9 5.70869 0.187796 0
0.9 5.8941 0.182938 0
0.9 6.07441 0.177586 0
0.9 6.24912 0.171756 0
0.9 6.41776 0.165462 0
0.9 6.57989 0.158723 0
0.9 6.73507 0.151555 0
0.9 6.88287 0.14398 0
0.9 7.0229 0.136016 0
0.9 7.15477 0.127685 0
0.9 7.27815 0.11901 0
0.9 7.39269 0.110014 0
0.9 7.49808 0.100722 0
0.9 7.59404 0.0911581 0
0.9 7.68031 0.0813485 0
0.9 7.75667 0.0713196 0
0.9 7.82289 0.0610985 0
0.9 7.87881 0.0507127 0
0.9 7.92427 0.0401902 0
0.9 7.95915 0.0295597 0
0.9 7.98336 0.0188509 0
0.9 7.99684 0.00810725 0
